,Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity
8494,Landing Page Submission,Direct Traffic,No,1,3.0,676,3.0,SMS Sent,India,"Banking, Investment And Insurance",Other,Other,Other,Other,Other,Other,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,Yes,Modified
8495,Landing Page Submission,Direct Traffic,No,1,6.0,1835,6.0,Email Opened,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Email Opened
8496,API,Google,No,0,3.0,1478,3.0,Form Submitted on Website,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Interested  in full time MBA,Not Sure,Select,Other Metro Cities,02.Medium,02.Medium,13.0,14.0,No,Modified
8497,Landing Page Submission,Direct Traffic,No,0,2.0,210,2.0,Email Opened,India,"Banking, Investment And Insurance",Select,Student,Better Career Prospects,Graduation in progress,Low in Relevance,Select,Thane & Outskirts,03.Low,01.High,10.0,17.0,Yes,Modified
8498,Landing Page Submission,Direct Traffic,Yes,0,3.0,178,3.0,Email Bounced,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Thane & Outskirts,02.Medium,01.High,14.0,17.0,Yes,Modified
8499,Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,01.High,14.0,17.0,No,SMS Sent
8500,Landing Page Submission,Direct Traffic,Yes,0,6.0,229,6.0,Page Visited on Website,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Mumbai,01.High,01.High,17.0,18.0,Yes,Modified
8501,Landing Page Submission,Direct Traffic,No,0,1.0,84,1.0,Converted to Lead,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,Already a student,Worst,Select,Mumbai,01.High,01.High,16.0,18.0,No,Modified
8502,Landing Page Submission,Direct Traffic,No,0,3.0,509,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Modified
8503,API,Google,No,0,3.0,847,3.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8504,API,Olark Chat,No,0,2.0,1192,2.0,SMS Sent,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,switched off,Might be,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8505,Landing Page Submission,Google,No,1,7.0,1721,3.5,SMS Sent,India,Business Administration,Online Search,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,SMS Sent
8506,Landing Page Submission,Direct Traffic,No,0,2.0,70,2.0,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Other Metro Cities,03.Low,02.Medium,12.0,15.0,Yes,SMS Sent
8507,Landing Page Submission,Google,No,0,4.0,18,4.0,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,In confusion whether part time or DLP,High in Relevance,Select,Mumbai,03.Low,01.High,12.0,18.0,No,Email Opened
8508,Landing Page Submission,Direct Traffic,No,0,2.0,223,2.0,Page Visited on Website,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,01.High,16.0,17.0,No,Modified
8509,API,Olark Chat,No,1,1.0,1635,1.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Select,Select,01.High,02.Medium,16.0,15.0,No,Email Opened
8510,Landing Page Submission,Direct Traffic,No,1,4.0,1840,4.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Interested in Next batch,High in Relevance,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,Yes,SMS Sent
8511,API,Organic Search,No,1,2.0,645,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Lateral student,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
8512,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
8513,Landing Page Submission,Direct Traffic,No,0,4.0,271,4.0,Email Opened,India,Healthcare Management,Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,Yes,Email Opened
8514,Landing Page Submission,Direct Traffic,No,1,2.0,384,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
8515,Landing Page Submission,Direct Traffic,No,1,3.0,1011,3.0,SMS Sent,India,Healthcare Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Select,Other Metro Cities,02.Medium,02.Medium,14.0,13.0,Yes,Modified
8516,Landing Page Submission,Google,No,1,4.0,690,2.0,SMS Sent,India,Hospitality Management,Other,Other,Other,Other,Other,Other,Other Metro Cities,Other,Other,Other,Other,Yes,Modified
8517,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8518,Landing Page Submission,Direct Traffic,No,1,2.0,254,2.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Other,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Email Opened
8519,Landing Page Submission,Direct Traffic,No,0,5.0,21,5.0,SMS Sent,India,Retail Management,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,SMS Sent
8520,Landing Page Submission,Direct Traffic,Yes,0,4.0,543,4.0,Page Visited on Website,India,International Business,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
8521,Landing Page Submission,Organic Search,No,1,8.0,1508,8.0,Unreachable,India,Operations Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,Yes,Unreachable
8522,Landing Page Submission,Direct Traffic,No,1,1.0,1459,1.0,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Other,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,Yes,Modified
8523,Landing Page Submission,Direct Traffic,No,0,2.0,1241,2.0,SMS Sent,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Other Cities,02.Medium,02.Medium,13.0,13.0,Yes,SMS Sent
8524,Landing Page Submission,Google,No,0,5.0,215,2.5,SMS Sent,India,International Business,Online Search,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,SMS Sent
8525,Landing Page Submission,Direct Traffic,No,0,3.0,381,3.0,SMS Sent,India,Human Resource Management,Other,Other,Other,Other,Other,Other,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Modified
8526,Landing Page Submission,Direct Traffic,No,0,7.0,86,1.75,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,Already a student,Not Sure,Select,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Page Visited on Website
8527,Landing Page Submission,Direct Traffic,No,0,2.0,407,2.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Already a student,Other,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Email Opened
8528,Landing Page Submission,Direct Traffic,No,0,2.0,300,2.0,SMS Sent,India,Operations Management,Multiple Sources,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,SMS Sent
8529,Landing Page Submission,Google,No,0,5.0,4,5.0,SMS Sent,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,No,SMS Sent
8530,Landing Page Submission,Direct Traffic,No,0,2.0,362,2.0,SMS Sent,India,Services Excellence,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,02.Medium,14.0,15.0,Yes,Modified
8531,Landing Page Submission,Direct Traffic,No,0,2.0,244,2.0,Form Submitted on Website,Australia,Supply Chain Management,Select,Unemployed,Better Career Prospects,Already a student,Other,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,Yes,Modified
8532,Landing Page Submission,Direct Traffic,No,0,2.0,46,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Email Opened
8533,Landing Page Submission,Direct Traffic,No,0,2.0,148,2.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,Already a student,Worst,Select,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,Yes,Email Opened
8534,Landing Page Submission,Organic Search,No,1,3.0,125,3.0,Email Opened,India,Finance Management,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Modified
8535,API,Organic Search,No,0,3.0,20,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Other,Select,Select,01.High,02.Medium,17.0,15.0,No,Email Opened
8536,Landing Page Submission,Direct Traffic,No,0,2.0,33,2.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Cities,02.Medium,02.Medium,14.0,13.0,Yes,SMS Sent
8537,Landing Page Submission,Organic Search,No,0,10.0,1337,5.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,Interested in other courses,Low in Relevance,Other Leads,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Email Opened
8538,API,Olark Chat,No,1,5.0,1296,2.5,Olark Chat Conversation,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Cities,02.Medium,02.Medium,14.0,15.0,No,Olark Chat Conversation
8539,Landing Page Submission,Organic Search,No,1,4.0,1390,4.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,Yes,Email Opened
8540,API,Google,No,0,2.0,1647,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,Select,02.Medium,02.Medium,13.0,15.0,No,SMS Sent
8541,API,Olark Chat,No,1,11.0,1882,2.75,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Email Opened
8542,Landing Page Submission,Direct Traffic,No,0,1.0,261,1.0,Converted to Lead,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Other Leads,Mumbai,01.High,02.Medium,16.0,15.0,Yes,Modified
8543,Landing Page Submission,Direct Traffic,No,0,4.0,147,4.0,Email Opened,India,E-COMMERCE,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,02.Medium,14.0,15.0,Yes,Email Opened
8544,API,Direct Traffic,No,0,3.0,164,1.5,Page Visited on Website,India,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,No,Page Visited on Website
8545,API,Organic Search,No,0,2.0,413,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8546,Landing Page Submission,Direct Traffic,No,0,3.0,106,3.0,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,Not doing further education,Other,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Modified
8547,Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Closed by Horizzon,Other,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,Modified
8548,API,Organic Search,No,0,6.0,1,6.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,SMS Sent
8549,Landing Page Submission,Google,No,0,6.0,120,6.0,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,Interested  in full time MBA,Not Sure,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Email Opened
8550,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
8551,API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Select,Mumbai,02.Medium,02.Medium,15.0,16.0,No,Email Opened
8552,Landing Page Submission,Direct Traffic,No,1,9.0,1256,9.0,SMS Sent,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Modified
8553,API,Organic Search,No,0,5.0,124,5.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Select,02.Medium,02.Medium,13.0,15.0,No,SMS Sent
8554,Landing Page Submission,Direct Traffic,No,0,2.0,141,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Modified
8555,API,Olark Chat,No,0,3.0,321,3.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,15.0,15.0,No,Olark Chat Conversation
8556,Lead Add Form,Welingak Website,Yes,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Potential Lead,Select,02.Medium,01.High,14.0,17.0,No,SMS Sent
8557,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
8558,API,Google,No,0,1.0,197,1.0,Converted to Lead,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Modified
8559,Landing Page Submission,Organic Search,No,0,3.0,521,3.0,Converted to Lead,India,Travel and Tourism,Other,Other,Other,Other,Other,Other,Mumbai,03.Low,02.Medium,11.0,16.0,Yes,Modified
8560,API,Google,No,0,2.0,455,1.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,03.Low,02.Medium,12.0,15.0,No,Modified
8561,Landing Page Submission,Direct Traffic,No,0,2.0,263,2.0,Email Opened,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,Graduation in progress,Might be,Select,Mumbai,03.Low,02.Medium,10.0,15.0,Yes,Modified
8562,API,Organic Search,No,1,9.0,1573,4.5,Form Submitted on Website,India,Operations Management,Select,Unemployed,Better Career Prospects,Other,Other,Other Leads,Other Metro Cities,02.Medium,02.Medium,13.0,14.0,Yes,Modified
8563,Landing Page Submission,Organic Search,No,0,2.0,1449,2.0,Converted to Lead,India,Finance Management,Select,Unemployed,Better Career Prospects,invalid number,Other,Select,Tier II Cities,02.Medium,01.High,14.0,17.0,No,Modified
8564,API,Organic Search,No,1,6.0,592,3.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,SMS Sent
8565,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,13.0,15.0,No,Email Opened
8566,API,Google,No,1,4.0,678,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Select,Other Cities,03.Low,02.Medium,12.0,14.0,No,Email Opened
8567,API,Olark Chat,Yes,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,13.0,15.0,No,SMS Sent
8568,Landing Page Submission,Organic Search,No,1,6.0,1030,6.0,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,Yes,SMS Sent
8569,API,Organic Search,No,0,6.0,45,3.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Graduation in progress,Other,Select,Select,03.Low,02.Medium,11.0,15.0,No,Modified
8570,Landing Page Submission,Google,No,1,4.0,234,4.0,Unreachable,India,Finance Management,Multiple Sources,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Unreachable
8571,API,Organic Search,No,1,2.0,1580,2.0,Unreachable,India,Select,Select,Businessman,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Unreachable
8572,Landing Page Submission,Google,No,0,4.0,1106,4.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,University not recognized,Other,Select,Mumbai,03.Low,01.High,9.0,18.0,No,Modified
8573,Landing Page Submission,Direct Traffic,No,0,17.0,380,2.83,Page Visited on Website,United States,Services Excellence,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,02.Medium,15.0,15.0,Yes,Page Visited on Website
8574,Landing Page Submission,Google,No,1,3.0,401,3.0,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,SMS Sent
8575,API,Google,No,0,4.0,45,2.0,Olark Chat Conversation,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Modified
8576,Landing Page Submission,Google,No,1,3.0,535,3.0,SMS Sent,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,SMS Sent
8577,Landing Page Submission,Direct Traffic,No,0,3.0,1419,3.0,SMS Sent,India,International Business,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Modified
8578,Landing Page Submission,Google,No,1,8.0,1232,4.0,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Email Opened
8579,Landing Page Submission,Google,No,0,6.0,195,2.0,SMS Sent,India,Operations Management,Student of SomeSchool,Other,Other,Other,Other,Other,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Modified
